Oklahoma City, OK,-97.517054,35.472989
Kalispell, MT,-114.315321,48.202158
Minneapolis/St. Paul, MN,-93.235674,44.964867
Wichita, KS,-97.337545,37.692236
Valdosta, GA,-83.278485,30.832702
Eagle, CO,-81.779556,32.408235
Columbia, SC,-81.034331,34.000749
Jackson/Vicksburg, MS,-90.8402849,32.3591832
Missoula, MT,-113.995267,46.870105
Casper, WY,-106.325138,42.850119
Santa Maria, CA,-120.435858,34.95313
Asheville, NC,-82.554016,35.60095
Traverse City, MI,-85.61653,44.760644
Gainesville, FL,-82.324985,29.651968
San Francisco, CA (Metropolitan Area),-122.393861,37.786848
Fayetteville, AR,-94.157433,36.062584
Cedar Rapids/Iowa City, IA,-91.670405,41.975887
Elko, NV,-115.763162,40.832471
Meridian, MS,-88.703656,32.36431
Escanaba, MI,-87.064743,45.745571
Madison, WI,-89.383761,43.074761
Scranton/Wilkes-Barre, PA,-75.685071,41.363754
Redding, CA,-122.391675,40.586356
Trenton, NJ,-74.7597114,40.2205776
Dallas/Fort Worth, TX,-97.2356890540541,32.736835
Lafayette, LA,-92.043774,30.193086
Quincy, IL,-91.409873,39.935602
Pasco/Kennewick/Richland, WA,-119.25692,46.265278
Twin Falls, ID,-114.460255,42.570446
Louisville, KY,-85.759407,38.254238
Cape Girardeau, MO,-89.523036,37.303493
Indianapolis, IN,-86.15835,39.768333
Evansville, IN,-87.555848,37.974765
Appleton, WI,-88.406974,44.261397
Santa Rosa, CA,-122.714105,38.440493
Liberal, KS,-100.9225124,37.0415068
Cleveland, OH (Metropolitan Area),-81.60081,41.480574
Bellingham, WA,-122.478836,48.754401
Springfield, MO,-93.292037,37.216678
Savannah, GA,-81.091177,32.080926
Sun Valley/Hailey/Ketchum, ID,-114.353097,43.696215
Houston, TX,-95.367697,29.758938
Reno, NV,-119.812658,39.526121
Cedar City, UT,-113.061827,37.677424
North Platte, NE,-100.765423,41.123887
Lewisburg, WV,-80.44563,37.801788
Grand Forks, ND,-97.059203,47.907824
Bristol/Johnson City/Kingsport, TN,-82.188521,36.594503
Martha's Vineyard, MA,-70.609131,41.393294
Harlingen/San Benito, TX,-97.687978,26.165371
Owensboro, KY,-87.11333,37.774215
Staunton, VA,-79.072557,38.149595
Bakersfield, CA,-119.019464,35.373871
Concord, NC,-80.580005,35.409418
Alexandria, LA,-92.444909,31.311248
Ogdensburg, NY,-75.486374,44.694285
Richmond, VA,-77.43428,37.538509
Memphis, TN,-90.051629,35.149022
West Palm Beach/Palm Beach, FL,-80.053294,26.715364
Jacksonville, FL,-81.655651,30.332184
Bemidji, MN,-94.890787,47.478542
Detroit, MI,-83.04664,42.331551
North Bend/Coos Bay, OR,-124.222505,43.39563
Saginaw/Bay City/Midland, MI,-83.914496,43.602481
Rapid City, SD,-103.227448,44.086933
Midland/Odessa, TX,-102.256228,31.890317
Garden City, KS,-100.872662,37.97169
Washington, DC (Metropolitan Area),-77.019445,38.897484
Baton Rouge, LA,-91.008261,30.443871
Gillette, WY,-105.501876,44.290635
Miami, FL (Metropolitan Area),-80.189547,25.770244
La Crosse, WI,-91.239543,43.801405
Ithaca/Cortland, NY,-76.496802,42.439604
Lubbock, TX,-101.846803,33.585531
Fresno, CA,-119.784831,36.739442
Tyler, TX,-95.301062,32.35126
Buffalo, NY,-78.878392,42.886717
Atlanta, GA (Metropolitan Area),-84.447141,33.640534
Columbus, MS,-88.427263,33.495674
Philadelphia, PA,-75.163526,39.952724
Atlantic City, NJ,-74.4230285,39.3641478
Watertown, SD,-97.115289,44.899211
Latrobe, PA,-79.38403,40.317287
Charlotte, NC,-80.843083,35.227209
Springfield, IL,-89.643958,39.799018
Steamboat Springs, CO,-106.831736,40.4848
Chattanooga, TN,-85.309488,35.045722
St. Louis, MO,-90.199585,38.626426
Montrose/Delta, CO,-107.876277,38.478193
Monroe, LA,-92.119301,32.509311
Philipsburg/State College, PA,-77.861639,40.79445
Provo, UT,-111.658534,40.233844
Salinas/Monterey, CA,-121.655037,36.674412
Sarasota/Bradenton, FL,-82.552647,27.380361
Syracuse, NY,-76.147424,43.048122
Burlington, VT,-73.212906,44.47616
Cheyenne, WY,-104.820246,41.139981
Rochester, MN,-92.463018,44.023439
San Antonio, TX,-98.495141,29.4246
Las Vegas, NV,-115.148516,36.167256
Augusta, GA,-81.974843,33.470971
Huntsville, AL,-86.585901,34.729847
Williston, ND,-103.621814,48.146546
Iron Mountain/Kingsfd, MI,48.068496,29.267998
Santa Fe, NM,-105.938457,35.68761
Bozeman, MT,-111.044047,45.679429
Minot, ND,-101.296273,48.23251
Quad Cities, IL (Metropolitan Area),-89.2749461071049,40.1492928594374
Green Bay, WI,-88.012579,44.512638
Branson, MO,-93.217529,36.641136
